City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Half Moon Bay,US,37.4636,-122.4286,58.98,51,0,8.05,clear sky
700,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.82,100,100,1.63,overcast clouds
701,Ambunti,PG,-4.2365,142.8448,93.15,47,97,3.4,overcast clouds
702,Ucluelet,CA,48.9329,-125.5528,45.68,66,29,2.98,scattered clouds
703,Lubango,AO,-14.9172,13.4925,64.26,68,75,5.75,broken clouds
704,Hovd,MN,48.0056,91.6419,37.15,21,73,15.26,broken clouds
705,Noumea,NC,-22.2763,166.4572,80.58,78,100,4.47,overcast clouds
706,Puerto Madryn,AR,-42.7692,-65.0385,58.69,64,61,17.83,broken clouds
707,Cocobeach,GA,1.0002,9.5823,75.96,89,100,4.97,light rain
708,Boa Vista,BR,2.8197,-60.6733,76.98,83,0,3.44,clear sky
709,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,93,100,14.97,light snow
710,Kommunar,RU,59.6206,30.39,33.44,97,100,9.57,light snow
711,Huilong,CN,31.8111,121.655,57.92,83,100,18.45,overcast clouds
712,Pingliang,CN,35.5392,106.6861,49.37,59,100,13.89,overcast clouds
713,Tromso,NO,69.6496,18.957,30.38,93,0,2.3,clear sky
714,Bayan,CN,46.0833,127.4,38.39,61,48,9.62,scattered clouds
715,Shimoda,JP,34.6667,138.95,61.16,54,84,5.93,broken clouds
716,Puerto Colombia,CO,10.9878,-74.9547,80.69,86,100,6.49,overcast clouds
